reference,office,opened,closed,case_type,band,worker,extract_date
CC-2025-23832,Weybridge,2025-02-12,2025-08-01,Complex,Medium,W195,2026-01-14
CC-2025-18011,Northgate,2025-01-10,2025-03-01,Complex,Medium,W221,2026-01-14
CC-2025-10183,Calder Central,2025-11-20,2025-11-30,Complex,Low,W151,2026-01-14
CC-2024-11232,Northgate,2024-10-11,2024-11-06,Standard,Medium,W163,2026-01-14
CC-2025-10801,Northgate,2025-08-29,2025-11-18,Complex,Medium,W199,2026-01-14
CC-2024-16253,Calder Central,2024-10-26,2024-11-15,Standard,Medium,W133,2026-01-14
CC-2025-90618,Calder Central,2025-05-03,2025-05-24,Standard,Medium,W121,2026-01-14
CC-2025-90737,Weybridge,2025-03-25,2025-05-11,Standard,Low,W202,2026-01-14
CC-2025-21554,Northgate,2025-11-08,,Complex,Low,W220,2026-01-14
CC-2024-19400,Weybridge,2024-04-28,2024-06-03,Standard,Medium,W196,2026-01-14
CC-2025-90214,Northgate,2025-04-10,2025-06-04,Complex,Low,W130,2026-01-14
CC-2024-19890,Northgate,2024-06-06,2024-06-25,Complex,High,W145,2026-01-14
CC-2024-16639,Calder Central,2024-07-18,2024-09-30,Appeal,Low,W223,2026-01-14
CC-2024-90062,Northgate,2024-01-16,2024-02-25,Standard,,W169,2026-01-14
CC-2023-10486,Northgate,2023-10-13,2023-10-29,Standard,,W112,2026-01-14
CC-2025-16214,Northgate,2025-01-24,2025-03-13,Review,High,W253,2026-01-14
CC-2025-21405,Northgate,2025-12-15,,Standard,Low,W143,2026-01-14
CC-2024-17976,Calder Central,2024-06-08,2024-08-07,Review,Low,W180,2026-01-14
CC-2023-21899,Northgate,2023-08-20,2023-08-26,Expedited,,W244,2026-01-14
CC-2025-90176,Weybridge,2025-07-09,2025-09-14,Standard,Medium,W216,2026-01-14
CC-2025-20753,Calder Central,2025-04-21,2025-06-24,Appeal,Medium,W118,2026-01-14
CC-2023-14410,Weybridge,2023-07-07,2023-07-29,Expedited,,W151,2026-01-14
CC-2024-90111,Northgate,2024-12-27,2025-02-01,Review,Low,W134,2026-01-14
CC-2025-16093,Calder Central,2025-12-22,,Standard,Low,W252,2026-01-14
CC-2025-13636,Calder Central,2025-07-28,2025-08-23,Standard,Medium,W112,2026-01-14
CC-2023-13394,Calder Central,2023-12-05,2024-02-21,Complex,,W223,2026-01-14
CC-2024-90408,Weybridge,2024-02-09,2024-03-03,Standard,,W139,2026-01-14
CC-2025-90265,Weybridge,2025-07-23,,Complex,Low,W113,2026-01-14
CC-2024-13703,Northgate,2024-08-12,2024-09-04,Standard,High,W118,2026-01-14
CC-2025-10794,Calder Central,2025-10-11,2025-11-02,Standard,Medium,W208,2026-01-14
CC-2023-20229,Calder Central,2023-10-31,2023-11-28,Review,,W145,2026-01-14
CC-2023-15141,Calder Central,2023-09-26,2022-12-26,Review,,W120,2026-01-14
CC-2025-17765,Calder Central,2025-04-01,2025-05-06,Standard,Low,W184,2026-01-14
CC-2024-19438,Calder Central,2024-12-20,2025-02-19,Complex,High,W258,2026-01-14
CC-2025-21330,Calder Central,2025-09-02,2025-10-07,Standard,Low,W125,2026-01-14
CC-2023-22587,Northgate,2023-12-18,2024-01-18,Standard,,W254,2026-01-14
CC-2025-90213,Weybridge,2025-12-08,,Complex,High,W133,2026-01-14
CC-2025-16920,Northgate,2025-01-29,2025-05-20,Complex,Low,W191,2026-01-14
CC-2024-12999,Northgate,2024-08-18,2024-10-11,Review,Low,W238,2026-01-14
CC-2024-16657,Calder Central,2024-05-10,2024-05-29,Standard,Low,W108,2026-01-14
CC-2024-12064,Weybridge,2024-09-06,2025-03-27,Complex,Low,W202,2026-01-14
CC-2025-13096,Weybridge,2025-08-28,2025-12-05,Review,Low,W199,2026-01-14
CC-2025-90431,Weybridge,2025-06-23,2025-07-09,Expedited,Medium,W175,2026-01-14
CC-2025-90754,Calder Central,2025-02-03,2025-02-15,Standard,Medium,W121,2026-01-14
CC-2023-18802,Calder Central,2023-08-14,2023-08-23,Expedited,,W152,2026-01-14
CC-2024-14862,Weybridge,2024-12-31,2025-02-24,Standard,High,W106,2026-01-14
CC-2025-15400,Calder Central,2025-10-15,2025-10-28,Expedited,Medium,W194,2026-01-14
CC-2025-13067,Northgate,2025-08-31,2025-11-13,Review,Low,W193,2026-01-14
CC-2025-19783,Weybridge,2025-03-11,2025-08-14,Review,Low,W105,2026-01-14
CC-2024-15909,Calder Central,2024-09-30,2024-10-10,Expedited,Medium,W234,2026-01-14
CC-2025-10098,Weybridge,2025-08-30,,Complex,High,W247,2026-01-14
CC-2025-15492,Calder Central,2025-03-16,2025-04-02,Review,Medium,W235,2026-01-14
CC-2025-18713,Calder Central,2025-12-03,,Standard,Medium,W235,2026-01-14
CC-2025-90079,Northgate,2025-09-16,2025-10-29,Review,Medium,W149,2026-01-14
CC-2023-13155,Calder Central,2023-12-24,2024-01-25,Standard,,W233,2026-01-14
CC-2025-21056,Calder Central,2025-02-09,2025-03-22,Standard,Low,W184,2026-01-14
CC-2025-90727,Northgate,2025-05-26,2025-08-12,Appeal,High,W118,2026-01-14
CC-2024-10869,Calder Central,2024-06-23,2024-07-26,Standard,Low,W136,2026-01-14
CC-2024-10437,Calder Central,2024-01-23,2024-01-31,Expedited,,W245,2026-01-14
CC-2025-21517,Weybridge,2025-02-18,2025-05-29,Standard,High,W182,2026-01-14
CC-2023-21124,Calder Central,2023-07-02,2023-08-17,Standard,,W123,2026-01-14
CC-2024-20566,Calder Central,2024-03-27,2024-05-09,Review,High,W212,2026-01-14
CC-2025-17499,Calder Central,2025-03-14,2025-03-28,Review,Low,W124,2026-01-14
CC-2025-16557,Weybridge,2025-12-23,,Complex,Low,W127,2026-01-14
CC-2024-15034,Weybridge,2024-07-14,2024-07-27,Expedited,Low,W116,2026-01-14
CC-2024-90400,Weybridge,2024-10-03,2024-12-22,Standard,Low,W154,2026-01-14
CC-2024-17453,Northgate,2024-11-23,2025-01-08,Standard,Medium,W159,2026-01-14
CC-2024-90024,Calder Central,2024-06-26,2024-08-04,Complex,Medium,W175,2026-01-14
CC-2024-13588,Weybridge,2024-08-25,2024-10-18,Complex,Low,W244,2026-01-14
CC-2023-15775,Weybridge,2023-10-02,2023-10-12,Review,,W102,2026-01-14
CC-2024-15140,Northgate,2024-07-14,2024-08-05,Complex,Medium,W199,2026-01-14
CC-2023-11313,Calder Central,2023-08-24,2023-09-14,Expedited,,W127,2026-01-14
CC-2025-90137,Northgate,2025-10-22,2025-12-13,Standard,High,W202,2026-01-14
CC-2025-17013,Weybridge,2025-12-07,,Expedited,Low,W223,2026-01-14
CC-2024-90158,Calder Central,2024-03-01,2024-04-04,Standard,Medium,W171,2026-01-14
CC-2025-13287,Calder Central,2025-06-07,2025-08-29,Standard,Medium,W259,2026-01-14
CC-2024-23674,Northgate,2024-01-11,2024-03-08,Complex,,W249,2026-01-14
CC-2025-90614,Northgate,2025-01-06,2025-02-11,Appeal,Low,W105,2026-01-14
CC-2025-10676,Weybridge,2025-11-24,,Standard,Medium,W239,2026-01-14
CC-2024-90331,Northgate,2024-07-14,2024-09-13,Standard,Medium,W121,2026-01-14
CC-2024-17723,Calder Central,2024-10-04,2024-12-09,Standard,High,W212,2026-01-14
CC-2025-19009,Weybridge,2025-01-19,2025-08-25,Complex,Medium,W217,2026-01-14
CC-2024-90757,Calder Central,2024-06-23,2024-07-11,Review,Medium,W157,2026-01-14
CC-2023-10303,Northgate,2023-11-20,2024-01-17,Standard,,W246,2026-01-14
CC-2025-90423,Calder Central,2025-01-03,2025-05-07,Complex,Medium,W182,2026-01-14
CC-2024-16822,Northgate,2024-03-16,2024-04-05,Standard,Medium,W139,2026-01-14
CC-2025-13983,Northgate,2025-12-20,,Standard,Medium,W200,2026-01-14
CC-2025-90324,Calder Central,2025-12-02,,Standard,Low,W169,2026-01-14
CC-2023-13124,Northgate,2023-09-18,2023-11-06,Standard,,W154,2026-01-14
CC-2025-12538,Northgate,2025-05-31,2025-06-07,Expedited,Medium,W252,2026-01-14
CC-2024-18771,Northgate,2024-04-28,2024-06-01,Standard,Low,W104,2026-01-14
CC-2025-11948,Weybridge,2025-07-12,2025-07-31,Expedited,Medium,W134,2026-01-14
CC-2024-90395,Northgate,2024-02-06,2024-02-22,Standard,,W237,2026-01-14
CC-2024-22457,Calder Central,2024-01-11,2024-02-18,Standard,,W131,2026-01-14
CC-2025-90708,Weybridge,2025-09-22,2025-11-15,Standard,Low,W204,2026-01-14
CC-2025-22844,Weybridge,2025-06-24,2025-08-24,Standard,Medium,W195,2026-01-14
CC-2025-14026,Calder Central,2025-06-04,2025-07-30,Standard,Low,W146,2026-01-14
CC-2025-19285,Northgate,2025-07-26,2025-08-04,Expedited,Medium,W108,2026-01-14
CC-2024-90706,Northgate,2024-08-17,2024-09-11,Expedited,High,W186,2026-01-14
CC-2024-21287,Northgate,2024-01-30,2024-02-12,Standard,,W218,2026-01-14
CC-2023-18060,Northgate,2023-11-25,2023-12-25,Standard,,W237,2026-01-14
CC-2024-90244,Weybridge,2024-11-12,2025-01-14,Standard,Medium,W149,2026-01-14
CC-2024-17602,Weybridge,2024-02-15,2024-02-22,Expedited,,W117,2026-01-14
CC-2025-16933,Northgate,2025-07-08,2025-07-19,Expedited,Medium,W104,2026-01-14
CC-2024-20346,Northgate,2024-01-22,2024-03-18,Review,,W155,2026-01-14
CC-2024-21398,Northgate,2024-08-02,2024-08-19,Standard,Low,W210,2026-01-14
CC-2024-90042,Northgate,2024-09-13,2024-10-06,Standard,Low,W249,2026-01-14
CC-2025-22688,Weybridge,2025-11-16,,Review,Low,W250,2026-01-14
CC-2024-90144,Weybridge,2024-11-23,2025-10-05,Complex,Medium,W172,2026-01-14
CC-2023-23302,Calder Central,2023-08-17,2023-10-10,Appeal,,W165,2026-01-14
CC-2024-18864,Weybridge,2024-06-07,2024-07-02,Complex,High,W254,2026-01-14
CC-2023-20072,Northgate,2023-12-14,2024-02-14,Review,,W238,2026-01-14
CC-2024-12408,Weybridge,2024-02-12,2024-03-17,Standard,,W104,2026-01-14
CC-2024-13613,Calder Central,2024-06-10,2024-07-27,Standard,Medium,W165,2026-01-14
CC-2023-20550,Calder Central,2023-10-25,2023-12-04,Standard,,W254,2026-01-14
CC-2024-18258,Weybridge,2024-07-30,2024-09-15,Standard,High,W195,2026-01-14
CC-2024-13429,Weybridge,2024-01-09,2024-02-23,Standard,,W189,2026-01-14
CC-2024-22338,Calder Central,2024-04-05,2024-05-06,Standard,Medium,W155,2026-01-14
CC-2025-13865,Weybridge,2025-09-23,2025-11-27,Standard,Low,W166,2026-01-14
CC-2025-10998,Calder Central,2025-12-18,,Complex,Low,W139,2026-01-14
CC-2025-23598,Calder Central,2025-04-25,2025-06-22,Complex,Medium,W229,2026-01-14
CC-2024-10213,Northgate,2024-09-10,2024-10-21,Standard,High,W143,2026-01-14
CC-2025-12554,Weybridge,2025-05-14,2025-06-22,Expedited,Medium,W187,2026-01-14
CC-2024-90186,Weybridge,2024-11-02,2025-01-16,Standard,High,W250,2026-01-14
CC-2023-19651,Weybridge,2023-11-13,2024-01-31,Complex,,W257,2026-01-14
CC-2025-16850,Calder Central,2025-12-04,2025-12-18,Expedited,Medium,W128,2026-01-14
CC-2024-20702,Weybridge,2024-01-08,2024-02-06,Standard,,W116,2026-01-14
CC-2025-21447,Northgate,2025-04-23,2025-05-01,Complex,Low,W158,2026-01-14
CC-2023-13615,Weybridge,2023-10-29,2023-11-21,Review,,W224,2026-01-14
CC-2024-90245,Weybridge,2024-12-10,2025-05-17,Standard,Medium,W226,2026-01-14
CC-2024-17077,Calder Central,2024-12-02,2024-06-18,Standard,High,W200,2026-01-14
CC-2025-90702,Northgate,2025-08-15,2025-09-05,Expedited,Low,W237,2026-01-14
CC-2024-19967,Calder Central,2024-02-25,2024-03-19,Review,,W188,2026-01-14
CC-2023-21091,Weybridge,2023-12-15,2024-02-25,Complex,,W249,2026-01-14
CC-2025-12294,Weybridge,2025-08-05,2025-08-15,Expedited,Medium,W157,2026-01-14
CC-2025-22474,Northgate,2025-04-16,2025-06-24,Complex,Low,W210,2026-01-14
CC-2024-13152,Northgate,2024-01-26,2024-02-15,Standard,,W196,2026-01-14
CC-2024-14699,Weybridge,2024-09-24,2025-03-28,Complex,Low,W116,2026-01-14
CC-2025-22966,Calder Central,2025-04-08,2025-05-06,Standard,Low,W253,2026-01-14
CC-2024-17964,Weybridge,2024-03-06,2024-04-03,Review,Medium,W163,2026-01-14
CC-2025-17877,Calder Central,2025-10-03,2025-10-18,Expedited,Medium,W161,2026-01-14
CC-2025-24100,Weybridge,2025-07-11,,Complex,Low,W152,2026-01-14
CC-2025-90103,Calder Central,2025-05-22,2025-06-24,Standard,Low,W252,2026-01-14
CC-2023-18089,Calder Central,2023-10-10,2023-12-06,Standard,,W142,2026-01-14
CC-2024-90058,Calder Central,2024-11-07,2024-12-05,Standard,Low,W112,2026-01-14
CC-2024-10052,Calder Central,2024-10-15,2024-11-03,Standard,Medium,W249,2026-01-14
CC-2024-23721,Weybridge,2024-06-11,2024-08-27,Appeal,Medium,W136,2026-01-14
CC-2025-90645,Calder Central,2025-09-12,2025-10-17,Expedited,Medium,W183,2026-01-14
CC-2024-23420,Weybridge,2024-10-11,2024-11-26,Complex,Low,W241,2026-01-14
CC-2024-20350,Weybridge,2024-12-04,2025-03-09,Complex,Low,W141,2026-01-14
CC-2023-17886,Northgate,2023-07-13,2023-08-08,Review,,W103,2026-01-14
CC-2025-90169,Calder Central,2025-09-19,2025-12-01,Standard,Low,W147,2026-01-14
CC-2025-17701,Weybridge,2025-04-08,2025-08-13,Complex,High,W174,2026-01-14
CC-2024-22563,Calder Central,2024-03-11,2024-03-26,Expedited,Low,W144,2026-01-14
CC-2025-13297,Weybridge,2025-08-25,2025-12-04,Complex,Medium,W175,2026-01-14
CC-2025-19022,Weybridge,2025-08-05,2025-08-22,Expedited,High,W152,2026-01-14
CC-2025-90263,Calder Central,2025-02-07,2025-03-10,Standard,Low,W135,2026-01-14
CC-2025-11309,Calder Central,2025-03-28,2025-04-10,Expedited,Low,W247,2026-01-14
CC-2024-24081,Calder Central,2024-07-28,2024-08-21,Review,High,W194,2026-01-14
CC-2025-15206,Calder Central,2025-04-21,2025-05-14,Review,Medium,W244,2026-01-14
CC-2025-21984,Weybridge,2025-07-02,2025-12-01,Complex,Low,W234,2026-01-14
CC-2025-20435,Calder Central,2025-06-13,2025-08-05,Standard,Low,W188,2026-01-14
CC-2025-15071,Calder Central,2025-05-23,2025-08-10,Complex,Low,W241,2026-01-14
CC-2025-23723,Calder Central,2025-07-05,2025-10-15,Complex,Medium,W142,2026-01-14
CC-2024-12414,Northgate,2024-11-06,,Standard,Low,W240,2026-01-14
CC-2024-17980,Calder Central,2024-12-08,2024-12-15,Expedited,Low,W234,2026-01-14
CC-2024-90747,Northgate,2024-10-18,2024-12-07,Standard,Low,W164,2026-01-14
CC-2025-90435,Northgate,2025-05-08,2025-08-10,Complex,Low,W226,2026-01-14
CC-2025-11272,Calder Central,2025-08-16,2025-09-27,Standard,High,W225,2026-01-14
CC-2025-16830,Northgate,2025-12-12,,Standard,Medium,W227,2026-01-14
CC-2025-90018,Calder Central,2025-03-23,2025-04-08,Expedited,Low,W146,2026-01-14
CC-2023-14416,Northgate,2023-07-04,2023-09-22,Appeal,,W160,2026-01-14
CC-2024-22967,Calder Central,2024-03-14,2024-05-02,Standard,Low,W132,2026-01-14
CC-2024-19021,Northgate,2024-03-18,2024-04-02,Review,Medium,W222,2026-01-14
CC-2024-18976,Northgate,2024-10-13,2024-12-02,Complex,Low,W119,2026-01-14
CC-2023-11224,Calder Central,2023-09-16,2023-12-15,Complex,,W202,2026-01-14
CC-2025-17486,Northgate,2025-05-23,2025-09-24,Complex,Medium,W177,2026-01-14
CC-2024-90359,Calder Central,2024-12-02,2025-01-25,Standard,High,W143,2026-01-14
CC-2023-19900,Weybridge,2023-07-17,2023-10-02,Complex,,W164,2026-01-14
CC-2024-17144,Calder Central,2024-09-18,2025-02-16,Complex,Low,W124,2026-01-14
CC-2025-16978,Calder Central,2025-05-02,2025-05-21,Standard,Medium,W154,2026-01-14
CC-2023-17370,Weybridge,2023-08-16,2023-09-28,Standard,,W223,2026-01-14
CC-2025-10652,Calder Central,2025-12-10,,Complex,Low,W113,2026-01-14
CC-2024-90005,Weybridge,2024-09-30,2024-11-04,Standard,Medium,W242,2026-01-14
CC-2025-12074,Calder Central,2025-07-15,2025-08-31,Standard,Medium,W149,2026-01-14
CC-2023-22068,Weybridge,2023-07-08,2023-07-19,Expedited,,W191,2026-01-14
CC-2023-13761,Northgate,2023-12-13,2023-12-22,Expedited,,W171,2026-01-14
CC-2024-11136,Northgate,2024-06-26,2024-07-17,Standard,Medium,W130,2026-01-14
CC-2025-13354,Weybridge,2025-01-21,2025-10-03,Complex,Medium,W173,2026-01-14
CC-2024-90724,Calder Central,2024-03-08,2024-04-15,Standard,Low,W117,2026-01-14
CC-2024-23457,Weybridge,2024-11-25,2025-01-11,Standard,Medium,W133,2026-01-14
CC-2024-90006,Weybridge,2024-01-26,2024-02-18,Standard,,W257,2026-01-14
CC-2025-20421,Weybridge,2025-08-04,2025-09-29,Review,Medium,W205,2026-01-14
CC-2025-90337,Northgate,2025-01-22,2025-02-04,Standard,Medium,W121,2026-01-14
CC-2024-90049,Weybridge,2024-02-28,2024-04-19,Standard,,W103,2026-01-14
CC-2025-10695,Calder Central,2025-11-01,2025-12-11,Appeal,Medium,W250,2026-01-14
CC-2023-20253,Calder Central,2023-11-18,2023-12-28,Review,,W127,2026-01-14
CC-2023-17801,Northgate,2023-12-01,2023-12-24,Standard,,W207,2026-01-14
CC-2025-90530,Northgate,2025-12-29,,Standard,Low,W126,2026-01-14
CC-2024-18659,Calder Central,2024-10-07,2024-11-25,Expedited,Medium,W150,2026-01-14
CC-2024-10359,Calder Central,2024-07-03,2024-09-10,Standard,Low,W119,2026-01-14
CC-2024-17225,Calder Central,2024-08-04,2024-09-04,Standard,Low,W250,2026-01-14
CC-2025-90723,Northgate,2025-01-05,2025-01-25,Review,Low,W214,2026-01-14
CC-2025-14016,Weybridge,2025-11-21,2025-08-24,Standard,Medium,W211,2026-01-14
CC-2025-90023,Northgate,2025-07-27,2025-09-20,Complex,Low,W142,2026-01-14
CC-2023-15284,Calder Central,2023-11-06,2024-01-01,Complex,,W224,2026-01-14
CC-2025-18655,Calder Central,2025-06-18,2025-07-05,Expedited,Low,W127,2026-01-14
CC-2025-18331,Calder Central,2025-02-13,2025-04-03,Standard,Medium,W234,2026-01-14
CC-2024-15274,Weybridge,2024-11-10,2024-12-25,Standard,Low,W130,2026-01-14
CC-2024-10520,Weybridge,2024-12-03,2024-12-30,Expedited,Low,W213,2026-01-14
CC-2025-13849,Weybridge,2025-09-19,,Complex,Medium,W140,2026-01-14
CC-2024-12929,Northgate,2024-05-07,2024-05-25,Standard,Medium,W236,2026-01-14
CC-2025-20795,Weybridge,2025-08-03,2025-08-17,Expedited,High,W158,2026-01-14
CC-2024-21908,Calder Central,2024-10-31,2024-12-10,Appeal,Medium,W246,2026-01-14
CC-2025-90266,Weybridge,2025-02-28,2025-07-18,Appeal,High,W130,2026-01-14
CC-2025-23281,Weybridge,2025-11-15,,Standard,Medium,W119,2026-01-14
CC-2023-19929,Northgate,2023-09-04,2023-10-02,Standard,,W138,2026-01-14
CC-2025-16257,Weybridge,2025-07-08,2025-08-15,Standard,Medium,W182,2026-01-14
CC-2025-22774,Weybridge,2025-09-17,2025-12-06,Standard,Medium,W107,2026-01-14
CC-2024-21356,Calder Central,2024-09-16,2024-10-11,Review,Medium,W112,2026-01-14
CC-2025-11346,Calder Central,2025-04-07,,Standard,High,W121,2026-01-14
CC-2024-11435,Calder Central,2024-04-02,2024-05-02,Standard,Medium,W170,2026-01-14
CC-2025-90179,Weybridge,2025-01-04,2025-05-02,Review,Low,W175,2026-01-14
CC-2024-90533,Weybridge,2024-09-14,2024-12-06,Standard,Medium,W246,2026-01-14
CC-2023-21892,Northgate,2023-10-04,2023-12-31,Complex,,W156,2026-01-14
CC-2023-16336,Calder Central,2023-09-22,2023-10-16,Standard,,W175,2026-01-14
CC-2024-22921,Calder Central,2024-07-26,2024-11-02,Appeal,Medium,W161,2026-01-14
CC-2024-14578,Weybridge,2024-09-21,2024-12-03,Appeal,Medium,W180,2026-01-14
CC-2025-90501,Northgate,2025-07-30,2025-09-04,Review,Low,W246,2026-01-14
CC-2023-11171,Calder Central,2023-11-09,2023-12-05,Standard,,W164,2026-01-14
CC-2024-17310,Northgate,2024-09-24,2024-11-13,Standard,Low,W147,2026-01-14
CC-2024-23574,Weybridge,2024-05-09,2024-06-04,Standard,Medium,W187,2026-01-14
CC-2024-23938,Calder Central,2024-11-04,2024-12-26,Review,Low,W235,2026-01-14
CC-2024-22804,Northgate,2024-04-05,2024-05-04,Standard,Low,W227,2026-01-14
CC-2024-20091,Northgate,2024-12-09,2025-02-04,Complex,Medium,W117,2026-01-14
CC-2024-15716,Calder Central,2024-12-06,,Appeal,High,W241,2026-01-14
CC-2024-21282,Calder Central,2024-02-21,2024-04-22,Complex,,W209,2026-01-14
CC-2023-10991,Northgate,2023-08-22,2023-09-13,Standard,,W246,2026-01-14
CC-2024-18799,Calder Central,2024-04-15,2024-05-20,Standard,Low,W240,2026-01-14
CC-2024-90644,Weybridge,2024-09-03,2024-10-26,Standard,Low,W184,2026-01-14
CC-2025-22750,Weybridge,2025-11-09,2025-12-31,Standard,Low,W188,2026-01-14
CC-2024-90363,Northgate,2024-04-06,2024-04-29,Review,Low,W177,2026-01-14
CC-2024-90549,Weybridge,2024-05-19,2024-07-12,Complex,Medium,W104,2026-01-14
CC-2025-22328,Calder Central,2025-08-16,2025-08-27,Expedited,Medium,W144,2026-01-14
CC-2025-12398,Weybridge,2025-04-23,2025-09-01,Review,Low,W164,2026-01-14
CC-2025-90297,Calder Central,2025-07-24,2025-09-05,Standard,Medium,W100,2026-01-14
CC-2023-16611,Calder Central,2023-07-04,2023-08-10,Standard,,W133,2026-01-14
CC-2025-12290,Calder Central,2025-05-17,2025-08-29,Appeal,Medium,W183,2026-01-14
CC-2024-10290,Weybridge,2024-07-07,2024-07-29,Standard,Medium,W216,2026-01-14
CC-2024-16765,Weybridge,2024-05-22,2024-10-18,Complex,Low,W145,2026-01-14
CC-2024-21853,Weybridge,2024-03-05,2024-04-19,Standard,Low,W120,2026-01-14
CC-2024-23451,Calder Central,2024-12-08,2025-04-02,Expedited,Low,W257,2026-01-14
CC-2023-13560,Northgate,2023-11-22,2023-12-08,Expedited,,W210,2026-01-14
CC-2024-18471,Weybridge,2024-08-07,2024-09-13,Standard,Medium,W234,2026-01-14
CC-2024-23195,Weybridge,2024-04-26,2024-05-09,Expedited,Medium,W155,2026-01-14
CC-2024-20221,Northgate,2024-07-23,2024-05-20,Standard,Medium,W100,2026-01-14
CC-2025-90484,Calder Central,2025-06-01,2025-06-21,Standard,Low,W146,2026-01-14
CC-2024-11600,Calder Central,2024-12-09,2025-01-15,Standard,Low,W231,2026-01-14
CC-2024-90164,Northgate,2024-05-15,2024-07-10,Standard,Medium,W119,2026-01-14
CC-2025-23311,Weybridge,2025-06-28,2025-08-03,Standard,High,W159,2026-01-14
CC-2025-21866,Calder Central,2025-06-28,,Appeal,Medium,W233,2026-01-14
CC-2025-12869,Calder Central,2025-02-17,2025-04-19,Complex,Low,W188,2026-01-14
CC-2023-20382,Calder Central,2023-08-05,2023-10-01,Standard,,W197,2026-01-14
CC-2023-10008,Weybridge,2023-11-16,2023-12-29,Complex,,W230,2026-01-14
CC-2024-19627,Weybridge,2024-09-13,2024-12-04,Standard,Low,W139,2026-01-14
CC-2025-15113,Calder Central,2025-11-01,,Complex,Medium,W173,2026-01-14
CC-2024-90131,Northgate,2024-06-14,2024-09-03,Complex,Low,W228,2026-01-14
CC-2024-14024,Northgate,2024-03-04,2024-04-08,Standard,Medium,W144,2026-01-14
CC-2024-15624,Weybridge,2024-06-14,2024-06-21,Expedited,Medium,W245,2026-01-14
CC-2025-13806,Calder Central,2025-09-30,2025-12-02,Complex,High,W145,2026-01-14
CC-2023-13763,Weybridge,2023-08-10,2023-08-28,Expedited,,W105,2026-01-14
CC-2023-19816,Calder Central,2023-12-27,2024-01-21,Standard,,W243,2026-01-14
CC-2024-11976,Weybridge,2024-10-04,2024-12-13,Standard,Low,W129,2026-01-14
CC-2025-17137,Calder Central,2025-09-11,2025-10-19,Complex,Medium,W244,2026-01-14
CC-2023-10393,Weybridge,2023-10-29,2023-12-04,Standard,,W191,2026-01-14
CC-2025-15533,Calder Central,2025-03-10,2025-05-17,Standard,Medium,W232,2026-01-14
CC-2025-16334,Calder Central,2025-04-20,2025-05-22,Standard,Medium,W198,2026-01-14
CC-2023-10002,Northgate,2023-10-24,2024-01-28,Complex,,W117,2026-01-14
CC-2023-24049,Weybridge,2023-09-15,2023-09-26,Expedited,,W230,2026-01-14
CC-2025-14649,Calder Central,2025-02-18,2025-06-30,Appeal,Medium,W145,2026-01-14
CC-2024-15294,Calder Central,2024-10-28,2025-01-28,Complex,Low,W184,2026-01-14
CC-2024-14327,Calder Central,2024-09-18,2024-10-11,Expedited,Medium,W207,2026-01-14
CC-2025-11714,Weybridge,2025-06-20,2025-10-20,Standard,Medium,W119,2026-01-14
CC-2023-17540,Weybridge,2023-11-09,2023-12-07,Standard,,W191,2026-01-14
CC-2025-11815,Northgate,2025-05-19,2025-06-09,Standard,Medium,W224,2026-01-14
CC-2024-14877,Weybridge,2024-05-14,2024-06-29,Complex,Low,W194,2026-01-14
CC-2025-19256,Calder Central,2025-04-03,2025-04-26,Review,Medium,W221,2026-01-14
CC-2024-17384,Weybridge,2024-09-20,2025-01-09,Complex,Low,W162,2026-01-14
CC-2024-21558,Weybridge,2024-12-11,2025-06-18,Appeal,High,W151,2026-01-14
CC-2024-10788,Weybridge,2024-03-22,2024-06-18,Complex,Medium,W214,2026-01-14
CC-2024-90264,Calder Central,2024-11-10,2025-01-08,Complex,Medium,W104,2026-01-14
CC-2024-90508,Calder Central,2024-10-20,2024-11-23,Standard,Medium,W227,2026-01-14
CC-2025-22593,Weybridge,2025-03-15,2025-04-15,Expedited,Low,W221,2026-01-14
CC-2024-15216,Weybridge,2024-11-17,2025-02-13,Review,Low,W226,2026-01-14
CC-2025-19701,Calder Central,2025-08-10,2025-09-23,Complex,Low,W212,2026-01-14
CC-2024-11962,Weybridge,2024-06-16,2024-07-18,Standard,Medium,W120,2026-01-14
CC-2025-17644,Calder Central,2025-09-28,2025-11-22,Review,Low,W199,2026-01-14
CC-2025-15861,Calder Central,2025-06-26,2025-07-11,Expedited,Low,W260,2026-01-14
CC-2023-14518,Weybridge,2023-07-02,2023-07-15,Standard,,W146,2026-01-14
CC-2024-22319,Northgate,2024-10-30,2024-11-27,Standard,Low,W228,2026-01-14
CC-2024-22851,Weybridge,2024-09-18,2024-12-25,Standard,High,W165,2026-01-14
CC-2023-22428,Calder Central,2023-10-27,,Review,,W239,2026-01-14
CC-2025-16824,Weybridge,2025-02-14,,Expedited,Medium,W243,2026-01-14
CC-2025-12870,Northgate,2025-12-04,2025-12-14,Expedited,Medium,W210,2026-01-14
CC-2024-21783,Northgate,2024-03-31,2024-04-08,Expedited,Low,W111,2026-01-14
CC-2023-12009,Weybridge,2023-11-07,2023-12-12,Standard,,W177,2026-01-14
CC-2025-90482,Calder Central,2025-08-06,2025-09-04,Standard,Medium,W110,2026-01-14
CC-2023-23238,Calder Central,2023-07-08,2023-07-29,Review,,W178,2026-01-14
CC-2025-90419,Northgate,2025-07-31,2025-08-10,Expedited,Low,W182,2026-01-14
